Movie,Actor,Strength
Resident Evil: Extinction,Jacqueline McKenzie,0.2
LOST - Staffel 5,Jacqueline McKenzie,0.16
"Illusionist, The",Jacqueline McKenzie,0.56
Casablanca,Mahershalalhashbaz Ali,1.25
Ocean's 12,Mahershalalhashbaz Ali,0.99
Lady in the Water,Mahershalalhashbaz Ali,0.81
Green Zone,Mahershalalhashbaz Ali,0.765
Romeo + Juliet,Mahershalalhashbaz Ali,0.72
"Score, The",Mahershalalhashbaz Ali,0.8
Madagascar,Mahershalalhashbaz Ali,0.6
Batman - The Dark Knight,Mahershalalhashbaz Ali,0.56
Hostage,Mahershalalhashbaz Ali,0.52
Asterix bei den Briten,Mahershalalhashbaz Ali,0.48
Sissi,Mahershalalhashbaz Ali,0.44
Sleepers,Mahershalalhashbaz Ali,0.32
Pearl Harbor,Mahershalalhashbaz Ali,0.2
"Kill Bill, Volume 1",Conchita Campbell,1.125
"Deutschmeister, Die",Conchita Campbell,0.9
Sleeping Dictionary (Selima & John),Conchita Campbell,0.855
Rezept zum Verlieben (No Reservations),Conchita Campbell,0.81
Robots,Conchita Campbell,0.72
Sandmännchen - Wintergeschichten,Conchita Campbell,0.585
Conspiracy.com,Kaj-Erik Eriksen,0.8
Dornröschen,Laura Allen,1.5
Bandidas,Laura Allen,1.25
"Eisbär, Der",Laura Allen,0.99
Bambi,Laura Allen,0.765
Lord of the Rings III - The Return of the King,Laura Allen,0.72
Rio,Laura Allen,0.72
I.Q.,Laura Allen,0.45
Carolina Moon (Lilien im Sommerwind),Laura Allen,0.315
"Score, The",Laura Allen,1
Asterix und die Wikinger,Laura Allen,0.68
"Prophezeiung, Die",Laura Allen,0.4
Mitten ins Herz - Ein Song für Dich,Laura Allen,0.32
Harry Potter V - Orden des Phönix,Laura Allen,0.2
Flags of Our Fathers,Laura Allen,0.048
Ghost Rider,Laura Allen,0.035
Dornröschen,Mahershalhashbaz Ali,0.9
Max Payne,Mahershalhashbaz Ali,0.81
"American, The",Mahershalhashbaz Ali,0.72
Cloverfield,Mahershalhashbaz Ali,0.63
Black Swan,Mahershalhashbaz Ali,0.54
"Ghostwriter, Der",Mahershalhashbaz Ali,0.16
Grosse Haie - Kleine Fische (Shark Tale),Mahershalhashbaz Ali,0.16
Notting Hill,Mahershalhashbaz Ali,0.12
Notting Hill,Mahershalhashbaz Ali,0.08
Operation: Kingdom,Mahershalhashbaz Ali,0.08
"Prophezeiung, Die",Mahershalhashbaz Ali,0.07
Monsters University,Laura Allen,8
"Final Call, The",Joel Gretsch,1.5
Fight Club,Joel Gretsch,1.25
Born2Die (Cradle 2 the Grave),Joel Gretsch,1
"Book of Eli, The",Joel Gretsch,0.81
"League of Extraordinary Gentlemen, The",Joel Gretsch,0.45
Harry Potter I - Stein der Weisen,Joel Gretsch,0.04
Haven - Staffel 2,Conchita Campbell,1.25
"Parfum, Das",Conchita Campbell,0.765
Robin Hood: Prince of Thieves,Conchita Campbell,0.675
"Königreich für ein Lama, Ein",Conchita Campbell,0.225
Final Cut,Conchita Campbell,0.09
"Maulwurf, Der - Abenteuer als Fotograf",Conchita Campbell,0.56
Coyote Ugly,Conchita Campbell,0.52
Mary Poppins,Conchita Campbell,0.12
Mein Name ist Eugen,Conchita Campbell,0.064
Grosse Erwartungen (Great Expectations),etc,1.25
Alatriste,etc,0.95
Akte Jane (G.I. Jane),etc,0.81
Machtlos (Rendition),etc,0.765
Fargo,etc,0.72
Half Light,etc,0.45
"Kill Bill, Volume 1",etc,0.8
"Königreich für ein Lama, Ein",Brüderchen & Schwesterchen,1
Master and Commander,Brüderchen & Schwesterchen,0.7
Ghetto Gangz,Brüderchen & Schwesterchen,0.54
Snatch,Brüderchen & Schwesterchen,0.45
Gone Girl,Brüderchen & Schwesterchen,0.36
Lord of War,Brüderchen & Schwesterchen,0.315
Johanna von Orleans (Joan of Arc),Brüderchen & Schwesterchen,0.27
Bus(c)h Piloten,Brüderchen & Schwesterchen,0.225
Hart am Limit (Torque),Brüderchen & Schwesterchen,0.09
"Prestige, The",Brüderchen & Schwesterchen,0.72
Perfect World,Brüderchen & Schwesterchen,0.64
My Super Ex-Girlfriend,Brüderchen & Schwesterchen,0.2
Les Misérables,Brüderchen & Schwesterchen,0.03
Plötzlich Prinzessin,König Drosselbart,0.8
Art of War,König Drosselbart,0.63
Prinzessin Fantaghiro,König Drosselbart,0.56
City of Angels (Stadt der Engel),Das tapfere Schneiderlein,0.99
"Asterix, der Gallier",Das tapfere Schneiderlein,0.945
"Island, The",Das tapfere Schneiderlein,0.9
D-Day 6.6.44,Das tapfere Schneiderlein,0.54
Final Destination,Das tapfere Schneiderlein,0.45
"Arielle, die Meerjungfrau",Das tapfere Schneiderlein,0.36
"Reader, The (Der Vorleser)",Das tapfere Schneiderlein,0.27
Robots,Das tapfere Schneiderlein,0.27
LOST - Staffel 2,Das tapfere Schneiderlein,0.252
Haven - Staffel 1,Das tapfere Schneiderlein,0.198
Kingsman,Das tapfere Schneiderlein,0.64
"Last Samurai, The",Das tapfere Schneiderlein,0.2
Lola Rennt,Das tapfere Schneiderlein,0.16
Perfect World,Das tapfere Schneiderlein,0.104
NBA - Die 100 Besten Spiele der NBA,Das tapfere Schneiderlein,0.08
S.W.A.T.,Das tapfere Schneiderlein,0.08
Flug 93 (United 93),Das tapfere Schneiderlein,0.04
Band of Brothers (Wir waren wie Brüder),Das tapfere Schneiderlein,0.032
"Chef zum Verlieben, Ein (Two weeks notice)",Das tapfere Schneiderlein,0.032
Keinohrhasen,Das tapfere Schneiderlein,0.07
Liebe auf Umwegen (Raising Helen),Das tapfere Schneiderlein,0.028
Cloverfield,Das tapfere Schneiderlein,0.021
"Kill Bill, Volume 1",Das tapfere Schneiderlein,0.014
"League of Extraordinary Gentlemen, The",Das tapfere Schneiderlein,0.014
Benny Hill - The Best of Benny Hill ,Das tapfere Schneiderlein,0.007
"Dschungelbuch, Das",Das tapfere Schneiderlein,0.007
Hearts in Atlantis,Das tapfere Schneiderlein,0.007
Ice Age 4: Continental Drift,Das tapfere Schneiderlein,0.007
Kundun,Das tapfere Schneiderlein,0.007
LOST - Staffel 6,Das tapfere Schneiderlein,0.007
"Pakt, Der (The Couvenant)",Das tapfere Schneiderlein,0.007
Pirates of the Caribbean II: Dead Man's Chest,Das tapfere Schneiderlein,0.007
"Pompeji, Die letzten Tage von Pompeji",Das tapfere Schneiderlein,0.007
Schindler's List,Das tapfere Schneiderlein,0.007
Sennentuntschi,Das tapfere Schneiderlein,0.012
Pate I (The Godfather),Das tapfere Schneiderlein,0.006
Lord of the Rings II - The Two Towers,Der Froschkönig,3
Pakt der Wölfe (Brotherhood of the Wolf),Der Froschkönig,2.7
Drachenzähmen (How to Train Your Dragon),Der Froschkönig,2.8
ROM - 1. Staffel,Frau Holle,1.1
Bones: Die Knochenjägerin (Season 5),Frau Holle,0.9
Daredevil,Frau Holle,0.72
"Eiskönigin, Die (Frozen)",Frau Holle,0.63
Blow,Frau Holle,0.54
Anastasia,Frau Holle,0.45
Liebe und Eis (The Cutting Edge),Frau Holle,0.36
Oblivion,Frau Holle,0.054
Oblivion,Frau Holle,0.8
Männerpension,Tischlein deck dich,0.9
Amistad,Tischlein deck dich,0.81
Dresden,Tischlein deck dich,0.675
Interstellar,Tischlein deck dich,0.45
Schindler's List,Tischlein deck dich,0.64
Resident Evil: Extinction,Tischlein deck dich,0.6
"Arielle, die Meerjungfrau",Tischlein deck dich,0.48
"Reader, The (Der Vorleser)",Tischlein deck dich,0.77
"Butterfly Effect 2, The",Aschenputtel,0.75
"Sissi, die junge Kaiserin",Aschenputtel,0.9
"Rotkäppchen-Verschwörung, Die",Aschenputtel,0.72
Hearts in Atlantis,Aschenputtel,0.45
Cowboys and Aliens,Aschenputtel,0.48
Iron Man,Aschenputtel,0.32
Red Planet,Aschenputtel,0.2
LOST - Staffel 4,Aschenputtel,0.16
Knockin' on Heaven's Door,Aschenputtel,0.08
Gothika,Aschenputtel,0.21
Kundun,Aschenputtel,0.14
Snowpiercer,Aschenputtel,0.07
"Island, The",Jorinde und Joringel,0.9
Ice Age 3: Dawn of the Dinosaurs,Jorinde und Joringel,0.7
Sixth Sense,Jorinde und Joringel,0.7
Final Destination,Jorinde und Joringel,0.6
Ritter und Burgen (WAS IST WAS),Jorinde und Joringel,0.99
Down in the Valley,Jorinde und Joringel,0.72
D-Day 6.6.44,Jorinde und Joringel,0.495
"Children of Men, The",Jorinde und Joringel,0.45
Monty Python and the Holy Grail,Jorinde und Joringel,0.18
"Illusionist, The",Jorinde und Joringel,0.162
I am Legend,Jorinde und Joringel,0.153
Perfect World,Jorinde und Joringel,0.2
Neutral,Jorinde und Joringel,0.08
Cars 2,Jorinde und Joringel,0.04
Rio 2,Jorinde und Joringel,0.04
S.W.A.T.,Jorinde und Joringel,0.04
Red Planet,Jorinde und Joringel,0.032
Schneeweisschen und Rosenrot,Jorinde und Joringel,0.008
So was wie Liebe (A Lot Like Love),Jorinde und Joringel,0.008
San Andreas,Jorinde und Joringel,0.035
Kundun,Jorinde und Joringel,0.028
"Eiskönigin, Die (Frozen)",Jorinde und Joringel,0.007
"Family Stone, The",Jorinde und Joringel,0.007
Jagdfieber (Open Season),Jorinde und Joringel,0.007
Kingdom of Heaven,Jorinde und Joringel,0.007
LOST - Staffel 5,Jorinde und Joringel,0.007
Mimic,Jorinde und Joringel,0.007
"Pompeji, Die letzten Tage von Pompeji",Jorinde und Joringel,0.007
Chaos,Jorinde und Joringel,0.006
Gattaca,Jorinde und Joringel,0.006
Pate I (The Godfather),Jorinde und Joringel,0.006
LOST - Staffel 6,Jorinde und Joringel,0.003
Italian Job,Rotkäppchen,0.99
Minority Report,Rotkäppchen,0.9
Madagascar II,Rotkäppchen,0.72
"Magische Schwert, Das",Otto Waalkes,1.125
"Maulwurf, Der - In der Stadt",Otto Waalkes,0.88
Pinocchio,Heinz Hoenig,1.1
D-Day 6.6.44,Heinz Hoenig,0.9
"Island, The",Heinz Hoenig,0.81
Peter Pan (Walt Disney),Heinz Hoenig,0.72
Captain Corelli's Mandolin,Heinz Hoenig,0.56
Ghost Ship,Boris Aljinovic,1
"Ghostwriter, Der",Boris Aljinovic,0.75
Flug 93 (United 93),Boris Aljinovic,0.65
"Ende, Das (Assault on Precinct 13)",Boris Aljinovic,1.35
Keinohrhasen,Boris Aljinovic,0.63
Lola Rennt,Boris Aljinovic,0.54
Jagdfieber (Open Season),Boris Aljinovic,0.608
Alatriste,Boris Aljinovic,0.6
Gestolene Herzen (Two If by Sea),Boris Aljinovic,0.24
Green Zone,Boris Aljinovic,0.24
Mission: Impossible,Boris Aljinovic,0.24
Final Destination,Boris Aljinovic,0.2
"Girl with the Dragon Tattoo, The (Verblendung)",Boris Aljinovic,0.2
Haven - Staffel 1,Boris Aljinovic,0.2
Lord of the Rings I - The Fellowship,Boris Aljinovic,0.2
Chliine Iisbär - Em Nanouk sini Rettig,Boris Aljinovic,0.12
Exit,Boris Aljinovic,0.12
Hercules,Boris Aljinovic,0.12
"Fähnlein der sieben Aufrechten, Das",Boris Aljinovic,0.08
Iron Man,Boris Aljinovic,0.08
Kaltes Blut (Infamous),Boris Aljinovic,0.064
Apocalypse Now,Boris Aljinovic,0.04
Band of Brothers (Wir waren wie Brüder),Boris Aljinovic,0.04
"Last Samurai, The",Boris Aljinovic,0.04
Liebe auf Umwegen (Raising Helen),Boris Aljinovic,0.04
"Merkwürdige Verhalten geschlechtsreifer Großstädter zur Paarungszeit, Das",Boris Aljinovic,0.04
Casanova,Boris Aljinovic,0.024
Cloverfield,Boris Aljinovic,0.008
Krieg der Welten (War of the Worlds),Boris Aljinovic,0.008
Flags of Our Fathers,Boris Aljinovic,0.462
"Island, The",Boris Aljinovic,0.07
Dumbo,Boris Aljinovic,0.042
"Arielle, die Meerjungfrau",Boris Aljinovic,0.035
LOST - Staffel 2,Boris Aljinovic,0.035
Mit aller Macht (Primary Colors),Boris Aljinovic,0.035
"Children of Men, The",Boris Aljinovic,0.028
Meet the Fockers,Boris Aljinovic,0.014
"Dschungelbuch, Das",Boris Aljinovic,0.007
"Eiskönigin, Die (Frozen)",Boris Aljinovic,0.007
Ice Age 2: The Meltdown,Boris Aljinovic,0.007
"Pakt, Der (The Couvenant)",Boris Aljinovic,0.007
Notting Hill,Boris Aljinovic,0.0035
"Asterix, sieg über Cäsar",Boris Aljinovic,0.00175
"Departed, The",Boris Aljinovic,0.00175
Ice Age 4: Continental Drift,Boris Aljinovic,0.00175
Benny Hill - The Best of Benny Hill ,Boris Aljinovic,0.0007
Daredevil,Boris Aljinovic,0.0007
Harry Potter V - Orden des Phönix,Boris Aljinovic,0.0007
Kingdom of Heaven,Boris Aljinovic,0.0007
Robots,Boris Aljinovic,0.006
So was wie Liebe (A Lot Like Love),Boris Aljinovic,0.006
Pate I (The Godfather),Boris Aljinovic,0.0006
Next,Cosma Shiva Hagen,0.65
Ritter und Burgen (WAS IST WAS),Cosma Shiva Hagen,1.35
Final Destination,Cosma Shiva Hagen,0.9
Chocolat,Cosma Shiva Hagen,0.81
San Andreas,Cosma Shiva Hagen,0.72
Lola Rennt,Cosma Shiva Hagen,0.56
Perfect World,Cosma Shiva Hagen,0.48
LOST - Staffel 6,Cosma Shiva Hagen,0.06
"Asterix, sieg über Cäsar",Cosma Shiva Hagen,0.006
Harry Potter V - Orden des Phönix,Cosma Shiva Hagen,0.006
"Krieger und die Kaiserin, Der",Cosma Shiva Hagen,0.006
McLeods Töchter: Staffel 6,Nina Hagen,0.675
Perfect World,Nina Hagen,0.585
Head in the Clouds,Nina Hagen,0.45
Liebe auf Umwegen (Raising Helen),Nina Hagen,0.2
"Good Shepherd, The",Nina Hagen,0.07
Mimic,Nina Hagen,0.07
Harry Potter V - Orden des Phönix,Nina Hagen,0.035
Pate I (The Godfather),Nina Hagen,0.006
Kung Fu Panda,Hans Werner Olm,1
Half Light,Hans Werner Olm,0.81
Saving Private Ryan,Hans Werner Olm,0.72
Bones: Die Knochenjägerin (Season 6),Hans Werner Olm,0.63
"Maulwurf, Der - Abenteuer als Fotograf",Hans Werner Olm,0.225
"Scharlachrote Buchstabe, Der (Scarlet Letter)",Hans Werner Olm,0.24
Django Unchained,Hans Werner Olm,0.12
"Illusionist, The",Hans Werner Olm,0.04
Robots,Hans Werner Olm,0.04
Pirates of the Caribbean II: Dead Man's Chest,Hans Werner Olm,0.006
Schneeweisschen und Rosenrot,Hans Werner Olm,0.006
Hope Springs,Atze Schröder,1.1
Ice Age 2: The Meltdown,Atze Schröder,0.9
Liebe und Eis (The Cutting Edge),Atze Schröder,0.81
I am Legend,Atze Schröder,0.72
"Score, The",Atze Schröder,0.63
Kingsman,Atze Schröder,0.54
"Maulwurf, Der - Abenteuer als Fotograf",Atze Schröder,0.44
Schwerter des Königs (Dungeon Siege Tale),Atze Schröder,0.4
Harry Potter V - Orden des Phönix,Atze Schröder,0.32
"Eiskönigin, Die (Frozen)",Atze Schröder,0.28
Resident Evil: Extinction,Atze Schröder,0.2
Niko - Ein Rentier hebt ab,Stimmen von Bruce Willis,0.9
Apocalypse Now,Stimmen von Bruce Willis,0.72
"Eiskönigin, Die (Frozen)",Stimmen von Bruce Willis,0.64
No Country for old Men,Stimmen von Bruce Willis,0.56
"Maulwurf, Der - In der Stadt",Stimmen von Bruce Willis,0.42
Mimic,Stimmen von Bruce Willis,0.21
Resident Evil: Extinction,Stimmen von Bruce Willis,0.006
One Way,Steve Carell,1.25
Selbst ist die Braut (The Proposal),Steve Carell,0.99
Resident Evil: Extinction,Steve Carell,0.9
Dirty Dancing 2,Steve Carell,0.2
Hugo Cabret,Garry Shandling,0.99
From Dusk till Dawn,Garry Shandling,0.9
Man about Town,Garry Shandling,0.81
Harry Potter II - Kammer des Schreckens,Garry Shandling,0.72
Dresden,Garry Shandling,0.63
Inglorious Basterds,Garry Shandling,0.54
Down in the Valley,Garry Shandling,0.45
Interstellar,Garry Shandling,0.405
Männerpension,Garry Shandling,0.2
Kingsman,Garry Shandling,0.16
So was wie Liebe (A Lot Like Love),Garry Shandling,0.006
"Sissi, die junge Kaiserin",William Shatner,1
Cars 2,William Shatner,0.97
Ritter und Burgen (WAS IST WAS),William Shatner,1.125
I.Q.,William Shatner,0.9
"Krieger und die Kaiserin, Der",William Shatner,0.9
Monty Python and the Holy Grail,William Shatner,0.855
Plötzlich Prinzessin 2,William Shatner,0.855
Sandmännchen - Gute Nacht Geschichten,William Shatner,0.54
Pate II (The Godfather: Part II),William Shatner,0.234
"Score, The",William Shatner,0.752
Apocalypse Now,William Shatner,0.64
Head in the Clouds,William Shatner,0.6
Final Destination,William Shatner,0.2
Romeo + Juliet,William Shatner,0.16
"Golden Compass, The",William Shatner,0.12
"Longest Day, The",William Shatner,0.08
Rio 2,William Shatner,0.08
LOST - Staffel 5,William Shatner,0.056
Cowboys and Aliens,William Shatner,0.04
National Treasure I,William Shatner,0.04
Perfect World,William Shatner,0.04
Hamburger Hill,William Shatner,0.14
"Eiskönigin, Die (Frozen)",William Shatner,0.07
"Family Stone, The",William Shatner,0.035
Flags of Our Fathers,William Shatner,0.035
Ice Age 1,William Shatner,0.035
Ice Age 2: The Meltdown,William Shatner,0.035
Lola Rennt,William Shatner,0.035
Rambo IV,William Shatner,0.035
Cloverfield,William Shatner,0.007
Ghost Rider,William Shatner,0.007
"Butterfly Effect 2, The",William Shatner,0.006
Pate I (The Godfather),William Shatner,0.006
Finding Nemo,Thomas Haden Church,4.5
"Eisprinzessin, Die",Keira Knightley,5
Shrek 2,James McAvoy,1
Mission to Mars,James McAvoy,0.99
"Changing-Up, The (Ausgewechselt)",James McAvoy,0.765
Slumdog Millionaire,James McAvoy,0.72
"Golden Compass, The",James McAvoy,0.63
Mission: Impossible,James McAvoy,0.585
Sennentuntschi,James McAvoy,0.54
Biene Maja - Teil 1,James McAvoy,0.45
"Schöne und das Biest, Die",James McAvoy,0.315
Shrek,James McAvoy,0.27
Final Cut,James McAvoy,0.225
"Fähnlein der sieben Aufrechten, Das",James McAvoy,0.32
Lord of the Rings I - The Fellowship,James McAvoy,0.28
Gone Girl,James McAvoy,0.16
Liebe und Eis (The Cutting Edge),James McAvoy,0.16
Extreme Rage (Man Apart),James McAvoy,0.08
Hangover,James McAvoy,0.04
Mercury Rising,James McAvoy,0.016
Dirty Dancing II,Romola Garai,1.5
"Final Call, The",Romola Garai,1.125
Oblivion,Romola Garai,0.9
"League of Extraordinary Gentlemen, The",Romola Garai,0.64
Liebe und Eis (The Cutting Edge),Romola Garai,0.56
Exit,Romola Garai,0.15
Harry Potter I - Stein der Weisen,Romola Garai,0.03
Frequency,Saoirse Ronan,0.9
Green Zone,Saoirse Ronan,0.8
Down in the Valley,Saoirse Ronan,0.7
"Junge im gestreiften Pyjama, Der",Saoirse Ronan,0.9
Ronin,Saoirse Ronan,0.765
Cool Runnings,Saoirse Ronan,0.675
Déjà Vu,Saoirse Ronan,0.54
Dodgeball,Saoirse Ronan,0.495
Bones: Die Knochenjägerin (Season 2),Saoirse Ronan,0.45
Lola Rennt,Saoirse Ronan,0.45
"Reader, The (Der Vorleser)",Saoirse Ronan,0.36
Day After Tomorrow,Saoirse Ronan,0.12
Percy Jackson - Diebe im Olymp,Saoirse Ronan,0.12
McLeods Töchter: Staffel 3,Saoirse Ronan,0.08
LOST - Staffel 5,Saoirse Ronan,0.07
Kundun,Saoirse Ronan,0.035
Monsters University,Vanessa Redgrave,2.5
Monster,Vanessa Redgrave,3.15
"Insider, The",Vanessa Redgrave,2.7
Man about Town,Brenda Blethyn,0.7
Männerzirkus (Someone Like You),Brenda Blethyn,0.99
Maleficent - Die Dunkle Fee,Brenda Blethyn,0.81
"Reader, The (Der Vorleser)",Brenda Blethyn,0.72
McLeods Töchter: Staffel 5,Hugh Grant,1.25
Fahrenheit 9/11,Hugh Grant,0.9
"Others, The",Hugh Grant,0.855
Kaltes Blut (Infamous),Hugh Grant,0.675
Schmetterling und Taucherglocke,Hugh Grant,0.675
Shutter Island,Hugh Grant,0.4
Haven - Staffel 2,Hugh Grant,0.16
Hangover,Hugh Grant,0.08
"Hochzeits-Crasher, Die (Wedding Crashers)",Hugh Grant,0.08
Sandmännchen - Frühlingsträume,Hugh Grant,0.08
LOST - Staffel 6,Hugh Grant,0.105
Sandmännchen - Frühlingsträume,Hugh Grant,0.07
Once Upon a Time,Toni Collette,1.5
"Fähnlein der sieben Aufrechten, Das",Toni Collette,1
Final Cut,Toni Collette,0.675
Oblivion,Toni Collette,1
Mission: Impossible,Toni Collette,0.4
Catwoman,Toni Collette,0.035
Mercury Rising,Toni Collette,0.035
Final Destination,Toni Collette,0.007
"Others, The",Rachel Weisz,1.35
Operation: Kingdom,Rachel Weisz,0.81
Max Payne,Nicholas Hoult,0.75
Sennentuntschi,Nicholas Hoult,0.9
Mission: Impossible,Nicholas Hoult,0.54
Kaltes Blut (Infamous),Nicholas Hoult,0.45
Mr. and Mrs. Smith,Nicholas Hoult,0.45
"Pakt, Der (The Couvenant)",Nicholas Hoult,0.32
Black Swan,Nicholas Hoult,0.24
"Golden Compass, The",Nicholas Hoult,0.2
Bone Collector,Nicholas Hoult,0.12
Operation: Kingdom,Nicholas Hoult,0.08
Dumbo,Nicholas Hoult,0.03
"Asterix, der Gallier",Sharon Small,1.5
"Sissi, die junge Kaiserin",Sharon Small,1
Dornröschen,Sharon Small,0.81
Ich - Einfach unverbesserlich 2 (Minions),Sharon Small,0.765
Identity,Sharon Small,0.405
Rapunzel,Sharon Small,0.045
Pate II (The Godfather: Part II),Sharon Small,0.56
"Illusionist, The",Sharon Small,0.52
"Last Samurai, The",Sharon Small,0.2
Moonlight and Valentino,Sharon Small,0.2
Extreme Rage (Man Apart),Sharon Small,0.08
"Maulwurf, Der - Abenteuer als Fotograf",Sharon Small,0.08
Ice Age 2: The Meltdown,Sharon Small,0.56
Ghost Rider,Sharon Small,0
Robin Hood,Sharon Small,0
Haven - Staffel 1,Madison Cook,1.5
Argo,Madison Cook,1.125
"Maulwurf, Der - Und seine Freunde",Madison Cook,0.9
Gestolene Herzen (Two If by Sea),Madison Cook,0.64
Inception,Charlize Theron,1.25
I am Legend,Charlize Theron,1
Perfect World,Charlize Theron,0.81
"Score, The",Charlize Theron,0.76
Battleship,Charlize Theron,0.64
Dead Man Walking,Charlize Theron,0.4
Krieg der Welten (War of the Worlds),Charlize Theron,0.08
Rio,Marton Csokas,1
"Happening, The",Marton Csokas,0.6
Romeo + Juliet,Marton Csokas,0.99
Cast Away,Marton Csokas,0.945
"Longest Day, The",Marton Csokas,0.81
Daredevil,Marton Csokas,0.72
Luftbrücke - Nur der Himmel war frei,Marton Csokas,0.495
Catch Me if You Can,Marton Csokas,0.45
LOST - Staffel 5,Marton Csokas,0.56
Neutral,Marton Csokas,0.08
Pate I (The Godfather),Marton Csokas,0.24
Mr. and Mrs. Smith,Jonny Lee Miller,0.99
"Bewegte Mann, Der",Jonny Lee Miller,0.81
Sennentuntschi,Jonny Lee Miller,0.72
"Others, The",Jonny Lee Miller,0.675
"Golden Compass, The",Jonny Lee Miller,0.63
Kaltes Blut (Infamous),Jonny Lee Miller,0.585
Ocean's 13,Jonny Lee Miller,0.495
Patton,Jonny Lee Miller,0.48
"Bewegte Mann, Der",Sophie Okonedo,1.1
"Glorreichen Sieben, Die",Sophie Okonedo,0.9
Hangover,Sophie Okonedo,0.81
Gone Girl,Sophie Okonedo,0.72
"Schatz zum Verlieben, Ein (Fool's Gold)",Amelia Warner,1.25
Alexander,Amelia Warner,0.99
Küss den Frosch,Amelia Warner,0.4
Finding Nemo,Caroline Chikezie,3.15
Monsters University,Djimon Hounsou,6
Gothika,Djimon Hounsou,5
Oxford Murders,Norman Reedus,1.25
Mystic River,Norman Reedus,0.3
Däumeline,Norman Reedus,0.64
Battleship,Norman Reedus,0.4
Monty Python and the Holy Grail,Demi Moore,0.99
Black Hawk Down,Demi Moore,0.9
"Sissi, die junge Kaiserin",Demi Moore,0.9
Keeping the Faith,Demi Moore,0.81
Cast Away,Demi Moore,0.765
Romeo + Juliet,Demi Moore,0.54
Daredevil,Demi Moore,0.64
Polar Express,Demi Moore,0.6
Meet the Fockers,Demi Moore,0.56
Mimic,Demi Moore,0.4
LOST - Staffel 5,Demi Moore,0.32
Prometheus,Viggo Mortensen,1.1
Bernard & Bianca,Viggo Mortensen,1
Anastasia,Viggo Mortensen,0.9
Before Sunrise,Viggo Mortensen,0.72
D-Day 6.6.44,Jason Beghe,1.35
"Reader, The (Der Vorleser)",Jason Beghe,1.125
"Arielle, die Meerjungfrau",Jason Beghe,0.8
Männerpension,Jason Beghe,0.4
Signs,Jason Beghe,0.16
ROM - 1. Staffel,Scott Wilson,1.25
Gladiator,Scott Wilson,0.9
"Others, The",Scott Wilson,0.81
Fantastic Four,Scott Wilson,0.765
I am Legend,Scott Wilson,0.64
Sky High,Anne Bancroft,0.9
Solange du da bist (Just Like Heaven),Anne Bancroft,0.81
"Last King of Scotland, The",Lucinda Jenney,10
"Maulwurf, Der - Abenteuer mit dem Igel",Scott Weinger,1
Miss Undercover I,Scott Weinger,0.85
LOST - Staffel 6,Scott Weinger,0.8
Dornröschen,Scott Weinger,0.81
Drachenzähmen (How to Train Your Dragon),Scott Weinger,0.675
Conspiracy.com,Scott Weinger,0.63
Red Planet,Scott Weinger,0.48
"Reader, The (Der Vorleser)",Scott Weinger,0.4
Drachenzähmen (How to Train Your Dragon),Robin Williams,3.15
Monsters University,Robin Williams,2.25
Gladiator,Linda Larkin,1.25
Metro,Linda Larkin,0.9
Niko - Ein Rentier hebt ab,Linda Larkin,0.81
Blow,Linda Larkin,0.72
"Eiskönigin, Die (Frozen)",Linda Larkin,0.52
Plötzlich Prinzessin,Linda Larkin,0.4
"Maulwurf, Der - In der Stadt",Linda Larkin,0.525
Barfuss,Jonathan Freeman,1
Dead Man Walking,Jonathan Freeman,0.9
Metro,Jonathan Freeman,0.72
Gladiator,Jonathan Freeman,0.63
NBA - Die 100 Besten Spiele der NBA,Jonathan Freeman,0.54
"Bourne Supremacy, The",Jonathan Freeman,0.45
Harry Potter VI - Halbblutprinz,Jonathan Freeman,0.36
Annie,Jonathan Freeman,0.24
National Treasure II: Book of Secrets,Jonathan Freeman,0.2
Natural Born Killers,Jonathan Freeman,0.192
"Prophezeiung, Die",Jonathan Freeman,0.176
Resident Evil: Extinction,Jonathan Freeman,0.16
Dirty Dancing 2,Jonathan Freeman,0.12
Carolina Moon (Lilien im Sommerwind),Jonathan Freeman,0.08
"Dschungelbuch, Das",Jonathan Freeman,0.08
"Kühe sind los, Die",Jonathan Freeman,0.04
NBA - Dunks,Jonathan Freeman,0.04
Liebe auf Umwegen (Raising Helen),Jonathan Freeman,0.07
"Asterix, sieg über Cäsar",Jonathan Freeman,0.028
Cargo,Jonathan Freeman,0.006
Asterix in Amerika,Viggo Mortensen,0.9
Cinderella,Viggo Mortensen,0.9
Cube,Viggo Mortensen,0.81
Operation Walküre - Stauffenberg Attentat ,Viggo Mortensen,0.72
Mission to Mars,Viggo Mortensen,0.63
Iron Man,Viggo Mortensen,0.54
"Fähnlein der sieben Aufrechten, Das",Viggo Mortensen,0.12
"Haus am See, Das (The Lake House)",Viggo Mortensen,0.08
Coyote Ugly,Viggo Mortensen,0.04
"Others, The",Viggo Mortensen,0.175
Flug 93 (United 93),Viggo Mortensen,0.006
"Ghostwriter, Der",Viggo Mortensen,0.006
"Jacket, The",Elena Anaya,1
Auf der Suche nach dem Beerental,Elena Anaya,0.81
"Geheimnisvolle Schatz von Troja, Der",Elena Anaya,0.72
Harry Potter VII - Heiligtümer des Todes (Teil 1),Elena Anaya,0.63
Däumeline,Elena Anaya,0.54
Bodyguard,Elena Anaya,0.45
